id,m_cf1,m_cf2,m_cf3,m_cf4,m_cf5,m_cf6,m_cf7,m_cf8,m_cf9,m_cf10
993,2.49,2.18,13.63,4.08,91.37,0.33,9.81,7.86,5.63,6.8
994,2.31,2.04,13.0,3.86,90.53,0.32,9.75,7.83,5.44,6.6
995,2.14,1.91,12.35,3.62,89.47,0.3,9.69,7.76,5.26,6.42
996,1.97,1.77,11.68,3.41,88.0,0.29,9.63,7.69,5.05,6.23
997,1.8,1.64,10.97,3.17,86.53,0.27,9.55,7.6,4.85,6.03
998,1.64,1.51,10.23,2.95,84.84,0.26,9.46,7.52,4.67,5.83
999,1.48,1.37,9.46,2.71,82.95,0.25,9.37,7.41,4.48,5.64
1000,1.32,1.24,8.67,2.49,81.26,0.23,9.27,7.31,4.28,5.44
1001,2.85,2.45,14.78,4.84,23.37,0.56,9.77,8.1,2.55,6.07
1002,3.04,2.58,15.32,5.06,25.26,0.57,9.81,8.1,2.74,6.19
1003,3.24,2.72,15.82,5.28,27.37,0.59,9.85,8.07,2.9,6.29
1004,3.44,2.85,16.3,5.47,29.26,0.61,9.87,8.03,3.09,6.39
1005,3.65,2.98,16.75,5.68,31.16,0.63,9.89,7.98,3.25,6.48
1006,3.87,3.12,17.17,5.88,33.05,0.65,9.9,7.91,3.42,6.56
1007,4.09,3.25,17.56,6.07,34.95,0.66,9.91,7.84,3.59,6.64
1008,4.32,3.39,17.92,6.26,36.84,0.67,9.9,7.76,3.76,6.7
1009,4.56,3.52,18.25,6.43,38.74,0.68,9.89,7.66,3.91,6.76
1010,4.82,3.66,18.55,6.62,40.63,0.67,9.87,7.55,4.08,6.8
1011,5.08,3.79,18.83,6.76,42.53,0.66,9.85,7.43,4.23,6.84
1012,5.36,3.92,19.08,6.93,44.42,0.65,9.81,7.31,4.39,7.03
1013,5.66,4.06,19.29,7.07,46.11,0.63,9.77,7.19,4.56,7.23
1014,5.98,4.19,19.48,7.19,48.0,0.61,9.72,7.07,4.76,7.41
1015,6.33,4.33,19.64,7.31,49.68,0.62,9.67,6.93,4.96,7.6
1016,6.72,4.46,19.77,7.41,51.58,0.64,9.6,6.79,5.17,7.8
1017,7.16,4.6,19.87,7.51,53.26,0.64,9.53,6.66,5.37,8.0
1018,7.68,4.73,19.94,7.55,54.95,0.64,9.45,6.52,5.56,8.19
1019,8.36,4.87,19.99,7.6,56.63,0.64,9.37,6.36,5.77,8.39
1020,10.0,5.0,20.0,7.6,58.32,0.64,9.34,6.45,5.96,8.57
1021,10.0,5.0,20.0,7.6,59.79,0.62,9.31,6.59,6.15,8.76
1022,10.0,5.0,20.0,7.55,61.26,0.61,9.28,6.71,6.34,8.94
1023,8.36,4.87,19.99,7.51,62.74,0.59,9.35,6.83,6.51,9.12
1024,7.68,4.73,19.94,7.41,64.21,0.59,9.44,6.95,6.69,9.29
1025,7.16,4.6,19.87,7.31,65.47,0.58,9.53,7.07,6.84,9.45
1026,6.72,4.46,19.77,7.19,66.74,0.58,9.61,7.17,6.99,9.57
1027,6.33,4.33,19.64,7.07,67.79,0.57,9.68,7.28,7.12,9.61
1028,5.98,4.19,19.48,6.93,68.84,0.56,9.75,7.36,7.22,9.57
1029,5.66,4.06,19.29,6.76,70.74,0.54,9.8,7.45,7.3,9.45
1030,5.36,3.92,19.08,6.62,72.63,0.53,9.85,7.53,7.33,9.29
1031,5.08,3.79,18.83,6.43,74.53,0.51,9.89,7.6,7.36,9.12
1032,4.82,3.66,18.55,6.26,76.42,0.5,9.92,7.66,7.33,8.94
1033,4.56,3.52,18.25,6.07,78.32,0.48,9.95,7.71,7.3,8.76
1034,4.32,3.39,17.92,5.88,80.21,0.46,9.97,7.72,7.22,8.57
1035,4.09,3.25,17.56,5.68,81.89,0.45,9.98,7.76,7.12,8.39
1036,3.87,3.12,17.17,5.47,83.58,0.43,9.99,7.76,6.99,8.19
1037,3.65,2.98,16.75,5.28,85.05,0.42,9.98,7.76,6.84,8.0
1038,3.44,2.85,16.3,5.06,86.53,0.4,9.97,7.72,6.69,7.8
1039,3.24,2.72,15.82,4.84,87.79,0.39,9.95,7.76,6.51,7.6
1040,3.04,2.58,15.32,4.63,88.63,0.37,9.92,7.76,6.34,7.41
1041,2.85,2.45,14.78,4.41,89.26,0.36,9.89,7.76,6.15,7.23
1042,2.67,2.31,14.22,4.2,89.47,0.34,9.85,7.72,5.96,7.03
1043,2.49,2.18,13.63,3.98,89.26,0.33,9.8,7.71,5.77,6.84
1044,2.31,2.04,13.0,3.76,88.63,0.31,9.75,7.66,5.56,6.64
1045,2.14,1.91,12.35,3.55,87.79,0.3,9.68,7.6,5.37,6.44
1046,1.97,1.77,11.68,3.31,86.53,0.28,9.61,7.53,5.17,6.25
1047,1.8,1.64,10.97,3.09,85.05,0.27,9.53,7.45,4.96,6.05
1048,1.64,1.51,10.23,2.88,83.58,0.26,9.44,7.36,4.76,5.85
1049,1.48,1.37,9.46,2.64,81.89,0.24,9.35,7.28,4.56,5.66
1050,1.32,1.24,8.67,2.42,80.21,0.23,9.26,7.17,4.37,5.46
1051,2.85,2.45,14.78,4.72,24.0,0.54,9.73,8.28,2.45,5.91
1052,3.04,2.58,15.32,4.94,26.11,0.56,9.77,8.28,2.63,6.03
1053,3.24,2.72,15.82,5.16,28.0,0.58,9.81,8.24,2.8,6.13
1054,3.44,2.85,16.3,5.35,30.11,0.59,9.83,8.21,2.96,6.23
1055,3.65,2.98,16.75,5.54,32.0,0.61,9.85,8.14,3.13,6.31
1056,3.87,3.12,17.17,5.73,33.89,0.62,9.86,8.07,3.3,6.39
1057,4.09,3.25,17.56,5.92,35.79,0.64,9.87,7.98,3.46,6.46
1058,4.32,3.39,17.92,6.09,37.89,0.64,9.86,7.9,3.63,6.52
1059,4.56,3.52,18.25,6.26,39.79,0.64,9.85,7.79,3.82,6.56
1060,4.82,3.66,18.55,6.43,41.68,0.64,9.83,7.67,4.04,6.66
1061,5.08,3.79,18.83,6.59,43.58,0.64,9.81,7.57,4.23,6.86
1062,5.36,3.92,19.08,6.74,45.47,0.62,9.77,7.43,4.45,7.05
1063,5.66,4.06,19.29,6.88,47.16,0.61,9.73,7.31,4.65,7.25
1064,5.98,4.19,19.48,7.0,49.05,0.63,9.68,7.17,4.85,7.45
1065,6.33,4.33,19.64,7.1,50.95,0.65,9.63,7.03,5.05,7.64
1066,6.72,4.46,19.77,7.19,52.63,0.66,9.56,6.9,5.26,7.84
1067,7.16,4.6,19.87,7.27,54.53,0.67,9.49,6.74,5.47,8.04
1068,7.68,4.73,19.94,7.31,56.21,0.68,9.46,6.6,5.68,8.21
1069,8.36,4.87,19.99,7.36,57.89,0.67,9.44,6.45,5.89,8.41
1070,10.0,5.0,20.0,7.36,59.58,0.66,9.42,6.55,6.1,8.61
1071,10.0,5.0,20.0,7.36,61.26,0.65,9.41,6.69,6.29,8.8
1072,10.0,5.0,20.0,7.31,62.74,0.63,9.37,6.83,6.49,9.0
1073,8.36,4.87,19.99,7.27,64.21,0.61,9.34,6.95,6.69,9.19
1074,7.68,4.73,19.94,7.19,65.68,0.59,9.42,7.07,6.86,9.37
1075,7.16,4.6,19.87,7.1,67.16,0.57,9.51,7.19,7.04,9.57
1076,6.72,4.46,19.77,7.0,68.42,0.56,9.6,7.31,7.2,9.72
1077,6.33,4.33,19.64,6.88,69.68,0.55,9.66,7.41,7.33,9.8
1078,5.98,4.19,19.48,6.74,70.74,0.53,9.73,7.52,7.46,9.72
1079,5.66,4.06,19.29,6.59,71.79,0.52,9.78,7.6,7.54,9.57
1080,5.36,3.92,19.08,6.43,72.63,0.51,9.83,7.69,7.6,9.37
1081,5.08,3.79,18.83,6.26,73.68,0.5,9.87,7.76,7.62,9.19
1082,4.82,3.66,18.55,6.09,75.37,0.48,9.91,7.83,7.6,9.0
1083,4.56,3.52,18.25,5.92,77.26,0.47,9.93,7.86,7.54,8.8
1084,4.32,3.39,17.92,5.73,78.95,0.45,9.95,7.9,7.46,8.61
1085,4.09,3.25,17.56,5.54,80.63,0.44,9.96,7.93,7.33,8.41
1086,3.87,3.12,17.17,5.35,82.11,0.42,9.97,7.93,7.2,8.21
1087,3.65,2.98,16.75,5.16,83.58,0.41,9.96,7.93,7.04,8.04
1088,3.44,2.85,16.3,4.94,84.84,0.39,9.95,7.9,6.86,7.84
1089,3.24,2.72,15.82,4.72,85.89,0.38,9.93,7.86,6.69,7.64
1090,3.04,2.58,15.32,4.53,86.74,0.36,9.91,7.83,6.49,7.45
1091,2.85,2.45,14.78,4.32,87.16,0.35,9.87,7.76,6.29,7.25
1092,2.67,2.31,14.22,4.1,87.37,0.34,9.83,7.69,6.1,7.05
1093,2.49,2.18,13.63,3.88,87.16,0.32,9.78,7.6,5.89,6.86
1094,2.31,2.04,13.0,3.67,86.74,0.31,9.73,7.52,5.68,6.66
1095,2.14,1.91,12.35,3.45,85.89,0.29,9.66,7.43,5.47,6.46
1096,1.97,1.77,11.68,3.24,84.84,0.28,9.6,7.38,5.26,6.27
1097,1.8,1.64,10.97,3.0,83.58,0.27,9.51,7.29,5.05,6.07
1098,1.64,1.51,10.23,2.78,82.11,0.25,9.42,7.22,4.85,5.87
1099,1.48,1.37,9.46,2.57,80.63,0.24,9.34,7.14,4.65,5.68
1100,1.32,1.24,8.67,2.33,78.95,0.23,9.23,7.03,4.45,5.48
1101,2.85,2.45,14.78,4.6,24.84,0.53,9.68,8.45,2.35,5.76
1102,3.04,2.58,15.32,4.82,26.74,0.54,9.72,8.43,2.51,5.85
1103,3.24,2.72,15.82,5.01,28.84,0.56,9.75,8.41,2.67,5.95
1104,3.44,2.85,16.3,5.2,30.74,0.57,9.78,8.36,2.86,6.05
1105,3.65,2.98,16.75,5.4,32.63,0.59,9.8,8.31,3.07,6.13
1106,3.87,3.12,17.17,5.59,34.74,0.6,9.81,8.22,3.27,6.21
1107,4.09,3.25,17.56,5.76,36.63,0.61,9.82,8.14,3.49,6.27
1108,4.32,3.39,17.92,5.92,38.53,0.61,9.81,8.03,3.68,6.33
1109,4.56,3.52,18.25,6.09,40.63,0.62,9.8,7.93,3.89,6.46
1110,4.82,3.66,18.55,6.26,42.53,0.61,9.78,7.81,4.1,6.66
1111,5.08,3.79,18.83,6.4,44.42,0.61,9.75,7.67,4.3,6.86
1112,5.36,3.92,19.08,6.55,46.32,0.61,9.72,7.55,4.52,7.05
1113,5.66,4.06,19.29,6.67,48.21,0.63,9.68,7.41,4.72,7.25
1114,5.98,4.19,19.48,6.79,50.11,0.65,9.63,7.28,4.94,7.45
1115,6.33,4.33,19.64,6.88,52.0,0.68,9.58,7.14,5.15,7.64
1116,6.72,4.46,19.77,6.98,53.68,0.69,9.55,6.98,5.35,7.84
1117,7.16,4.6,19.87,7.03,55.58,0.71,9.55,6.83,5.58,8.04
1118,7.68,4.73,19.94,7.07,57.47,0.71,9.55,6.69,5.79,8.23
1119,8.36,4.87,19.99,7.12,59.16,0.71,9.53,6.53,6.01,8.43
1120,10.0,5.0,20.0,7.12,60.84,0.69,9.51,6.66,6.22,8.62
1121,10.0,5.0,20.0,7.12,62.53,0.68,9.49,6.79,6.42,8.82
1122,10.0,5.0,20.0,7.07,64.21,0.65,9.45,6.93,6.64,9.02
1123,8.36,4.87,19.99,7.03,65.68,0.63,9.42,7.07,6.84,9.21
1124,7.68,4.73,19.94,6.98,67.16,0.61,9.41,7.19,7.04,9.41
1125,7.16,4.6,19.87,6.88,68.63,0.59,9.49,7.31,7.22,9.61
1126,6.72,4.46,19.77,6.79,70.11,0.57,9.56,7.43,7.41,9.8
1127,6.33,4.33,19.64,6.67,71.37,0.55,9.64,7.55,7.57,10.0
1128,5.98,4.19,19.48,6.55,72.63,0.52,9.7,7.66,7.71,9.8
1129,5.66,4.06,19.29,6.4,73.68,0.5,9.75,7.76,7.82,9.61
1130,5.36,3.92,19.08,6.26,74.53,0.49,9.81,7.84,7.87,9.41
1131,5.08,3.79,18.83,6.09,75.37,0.48,9.85,7.91,7.9,9.21
1132,4.82,3.66,18.55,5.92,76.0,0.47,9.88,7.98,7.87,9.02
1133,4.56,3.52,18.25,5.76,76.42,0.46,9.91,8.03,7.82,8.82
1134,4.32,3.39,17.92,5.59,77.68,0.44,9.92,8.07,7.71,8.62
1135,4.09,3.25,17.56,5.4,79.16,0.43,9.94,8.1,7.57,8.43
1136,3.87,3.12,17.17,5.2,80.63,0.41,9.94,8.1,7.41,8.23
1137,3.65,2.98,16.75,5.01,81.89,0.4,9.94,8.1,7.22,8.04
1138,3.44,2.85,16.3,4.82,82.95,0.38,9.92,8.07,7.04,7.84
1139,3.24,2.72,15.82,4.6,84.0,0.37,9.91,8.03,6.84,7.64
1140,3.04,2.58,15.32,4.41,84.63,0.36,9.88,7.98,6.64,7.45
1141,2.85,2.45,14.78,4.2,85.05,0.34,9.85,7.91,6.42,7.25
1142,2.67,2.31,14.22,3.98,85.26,0.33,9.81,7.84,6.22,7.05
1143,2.49,2.18,13.63,3.79,85.05,0.31,9.75,7.76,6.01,6.86
1144,2.31,2.04,13.0,3.57,84.63,0.3,9.7,7.66,5.79,6.66
1145,2.14,1.91,12.35,3.36,84.0,0.29,9.64,7.55,5.58,6.46
1146,1.97,1.77,11.68,3.14,82.95,0.27,9.56,7.43,5.35,6.27
1147,1.8,1.64,10.97,2.93,81.89,0.26,9.49,7.31,5.15,6.07
1148,1.64,1.51,10.23,2.69,80.63,0.25,9.41,7.19,4.94,5.87
1149,1.48,1.37,9.46,2.47,79.16,0.23,9.31,7.07,4.72,5.68
1150,1.32,1.24,8.67,2.25,77.68,0.22,9.2,6.93,4.52,5.48
1151,2.85,2.45,14.78,4.48,25.47,0.51,9.63,8.62,2.31,5.58
1152,3.04,2.58,15.32,4.68,27.37,0.53,9.67,8.6,2.51,5.68
1153,3.24,2.72,15.82,4.87,29.47,0.54,9.7,8.59,2.72,5.78
1154,3.44,2.85,16.3,5.06,31.37,0.56,9.73,8.53,2.9,5.87
1155,3.65,2.98,16.75,5.25,33.47,0.57,9.75,8.47,3.11,5.95
1156,3.87,3.12,17.17,5.42,35.37,0.58,9.75,8.38,3.32,6.03
1157,4.09,3.25,17.56,5.59,37.47,0.58,9.76,8.28,3.53,6.09
1158,4.32,3.39,17.92,5.76,39.37,0.59,9.75,8.17,3.74,6.27
1159,4.56,3.52,18.25,5.92,41.26,0.59,9.75,8.05,3.93,6.46
1160,4.82,3.66,18.55,6.07,43.37,0.59,9.73,7.93,4.15,6.66
1161,5.05,3.78,18.8,6.21,45.26,0.6,9.7,7.79,4.37,6.86
1162,5.33,3.91,19.05,6.33,47.16,0.62,9.67,7.66,4.59,7.05
1163,5.63,4.05,19.27,6.45,49.05,0.65,9.63,7.52,4.79,7.25
1164,5.95,4.18,19.46,6.57,50.95,0.68,9.6,7.36,5.01,7.45
1165,6.3,4.31,19.62,6.67,52.84,0.7,9.61,7.22,5.21,7.64
1166,6.68,4.45,19.76,6.74,54.74,0.72,9.63,7.07,5.44,7.84
1167,7.07,4.57,19.85,6.81,56.63,0.74,9.63,6.91,5.65,8.04
1168,7.57,4.7,19.93,6.83,58.53,0.75,9.63,6.76,5.89,8.21
1169,8.06,4.81,19.97,6.88,60.21,0.74,9.61,6.6,6.1,8.41
1170,8.36,4.87,19.99,6.88,62.11,0.72,9.6,6.74,6.32,8.61
1171,8.36,4.87,19.99,6.88,63.79,0.7,9.56,6.9,6.54,8.8
1172,8.36,4.87,19.99,6.83,65.47,0.68,9.53,7.03,6.76,9.0
1173,8.06,4.81,19.97,6.81,67.16,0.65,9.49,7.17,6.99,9.19
1174,7.57,4.7,19.93,6.74,68.63,0.62,9.44,7.31,7.2,9.37
1175,7.07,4.57,19.85,6.67,70.32,0.6,9.45,7.43,7.41,9.57
1176,6.68,4.45,19.76,6.57,71.58,0.58,9.53,7.57,7.6,9.72
1177,6.3,4.31,19.62,6.45,73.05,0.55,9.6,7.67,7.79,9.8
1178,5.95,4.18,19.46,6.33,74.32,0.53,9.67,7.79,7.96,9.72
1179,5.63,4.05,19.27,6.21,75.37,0.51,9.72,7.9,8.07,9.57
1180,5.33,3.91,19.05,6.07,76.42,0.49,9.77,7.98,8.16,9.37
1181,5.05,3.78,18.8,5.92,77.26,0.47,9.81,8.07,8.18,9.19
1182,4.82,3.66,18.55,5.76,78.11,0.45,9.85,8.14,8.16,9.0
1183,4.56,3.52,18.25,5.59,78.53,0.44,9.87,8.21,8.07,8.8
1184,4.32,3.39,17.92,5.42,78.95,0.43,9.89,8.24,7.96,8.61
1185,4.09,3.25,17.56,5.25,78.95,0.41,9.9,8.28,7.79,8.41
1186,3.87,3.12,17.17,5.06,78.95,0.4,9.91,8.28,7.6,8.21
1187,3.65,2.98,16.75,4.87,80.21,0.39,9.9,8.28,7.41,8.04
1188,3.44,2.85,16.3,4.68,81.26,0.37,9.89,8.24,7.2,7.84
1189,3.24,2.72,15.82,4.48,82.11,0.36,9.87,8.21,6.99,7.64
1190,3.04,2.58,15.32,4.27,82.74,0.35,9.85,8.14,6.76,7.45
1191,2.85,2.45,14.78,4.08,82.95,0.33,9.81,8.07,6.54,7.25
1192,2.67,2.31,14.22,3.86,83.16,0.32,9.77,7.98,6.32,7.05
1193,2.49,2.18,13.63,3.67,82.95,0.31,9.72,7.9,6.1,6.86
1194,2.31,2.04,13.0,3.45,82.74,0.29,9.67,7.79,5.89,6.66
1195,2.14,1.91,12.35,3.24,82.11,0.28,9.6,7.67,5.65,6.46
1196,1.97,1.77,11.68,3.02,81.26,0.27,9.53,7.57,5.44,6.27
1197,1.8,1.64,10.97,2.81,80.21,0.25,9.45,7.43,5.21,6.07
1198,1.64,1.51,10.23,2.59,78.95,0.24,9.37,7.31,5.01,5.87
1199,1.48,1.37,9.46,2.37,77.68,0.23,9.28,7.17,4.79,5.68
1200,1.32,1.24,8.67,2.16,76.21,0.22,9.17,7.03,4.59,5.48
1201,2.83,2.43,14.73,4.34,25.89,0.5,9.56,8.79,2.33,5.42
1202,3.02,2.57,15.27,4.53,28.0,0.51,9.6,8.78,2.53,5.52
1203,3.22,2.7,15.77,4.72,30.11,0.52,9.64,8.74,2.74,5.6
1204,3.42,2.84,16.25,4.89,32.0,0.53,9.66,8.69,2.94,5.7
1205,3.63,2.97,16.7,5.08,34.11,0.55,9.68,8.6,3.15,5.78
1206,3.84,3.1,17.13,5.25,36.0,0.55,9.69,8.52,3.36,5.85
1207,4.04,3.23,17.48,5.42,38.11,0.56,9.7,8.41,3.57,6.05
1208,4.27,3.36,17.85,5.59,40.0,0.56,9.69,8.29,3.78,6.25
1209,4.51,3.49,18.19,5.73,42.11,0.56,9.68,8.17,3.98,6.44
1210,4.76,3.63,18.5,5.88,44.0,0.58,9.66,8.03,4.19,6.64
1211,5.03,3.76,18.78,6.02,46.11,0.61,9.64,7.9,4.41,6.84
1212,5.31,3.9,19.03,6.14,48.0,0.64,9.6,7.76,4.63,7.03
1213,5.57,4.02,19.23,6.24,49.89,0.66,9.64,7.6,4.85,7.23
1214,5.88,4.15,19.43,6.35,52.0,0.69,9.66,7.45,5.05,7.41
1215,6.19,4.27,19.58,6.43,53.89,0.72,9.68,7.29,5.28,7.6
1216,6.52,4.4,19.71,6.5,55.79,0.76,9.69,7.14,5.51,7.8
1217,6.89,4.52,19.81,6.57,57.68,0.78,9.7,6.98,5.72,8.0
1218,7.26,4.62,19.89,6.62,59.58,0.79,9.69,6.83,5.96,8.19
1219,7.57,4.7,19.93,6.64,61.26,0.78,9.68,6.69,6.2,8.39
1220,7.68,4.73,19.94,6.64,63.16,0.76,9.66,6.83,6.42,8.57
1221,7.68,4.73,19.94,6.64,65.05,0.72,9.64,6.98,6.64,8.76
1222,7.68,4.73,19.94,6.62,66.74,0.69,9.6,7.14,6.89,8.94
1223,7.57,4.7,19.93,6.57,68.42,0.66,9.56,7.28,7.12,9.12
1224,7.26,4.62,19.89,6.5,70.11,0.64,9.51,7.41,7.33,9.29
1225,6.89,4.52,19.81,6.43,71.58,0.61,9.46,7.55,7.57,9.45
1226,6.52,4.4,19.71,6.35,73.26,0.58,9.49,7.67,7.79,9.57
1227,6.19,4.27,19.58,6.24,74.74,0.56,9.56,7.81,7.98,9.61
1228,5.88,4.15,19.43,6.14,76.0,0.54,9.63,7.93,8.18,9.57
1229,5.57,4.02,19.23,6.02,77.26,0.51,9.68,8.03,8.33,9.45
1230,5.31,3.9,19.03,5.88,78.32,0.49,9.73,8.14,8.45,9.29
1231,5.03,3.76,18.78,5.73,79.37,0.47,9.77,8.22,8.48,9.12
1232,4.76,3.63,18.5,5.59,80.0,0.46,9.81,8.31,8.45,8.94
1233,4.51,3.49,18.19,5.42,80.63,0.44,9.83,8.36,8.33,8.76
1234,4.27,3.36,17.85,5.25,80.84,0.42,9.85,8.41,8.18,8.57
1235,4.04,3.23,17.48,5.08,81.05,0.4,9.86,8.43,7.98,8.39
1236,3.84,3.1,17.13,4.89,80.84,0.39,9.87,8.45,7.79,8.19
1237,3.63,2.97,16.7,4.72,80.63,0.38,9.86,8.43,7.57,8.0
1238,3.42,2.84,16.25,4.53,80.0,0.36,9.85,8.41,7.33,7.8
1239,3.22,2.7,15.77,4.34,80.0,0.35,9.83,8.36,7.12,7.6
1240,3.02,2.57,15.27,4.15,80.63,0.34,9.81,8.31,6.89,7.41
1241,2.83,2.43,14.73,3.96,80.84,0.33,9.77,8.22,6.64,7.23
1242,2.65,2.3,14.16,3.74,81.05,0.31,9.73,8.14,6.42,7.03
1243,2.47,2.16,13.57,3.55,80.84,0.3,9.68,8.03,6.2,6.84
1244,2.29,2.03,12.94,3.33,80.63,0.29,9.63,7.93,5.96,6.64
1245,2.12,1.9,12.29,3.12,80.0,0.27,9.56,7.81,5.72,6.44
1246,1.95,1.76,11.61,2.93,79.37,0.26,9.49,7.67,5.51,6.25
1247,1.79,1.63,10.89,2.71,78.32,0.25,9.42,7.55,5.28,6.05
1248,1.62,1.49,10.15,2.49,77.26,0.24,9.33,7.41,5.05,5.85
1249,1.46,1.36,9.39,2.28,76.0,0.22,9.23,7.28,4.85,5.66
1250,1.31,1.22,8.59,2.06,74.74,0.21,9.14,7.14,4.63,5.46
1251,2.82,2.42,14.67,4.2,26.53,0.48,9.49,8.97,2.37,5.25
1252,3.01,2.55,15.21,4.39,28.42,0.49,9.53,8.95,2.55,5.34
1253,3.18,2.67,15.67,4.56,30.53,0.5,9.56,8.91,2.76,5.42
1254,3.38,2.81,16.16,4.75,32.63,0.51,9.6,8.84,2.96,5.52
1255,3.59,2.94,16.62,4.92,34.74,0.52,9.61,8.76,3.17,5.64
1256,3.8,3.08,17.04,5.08,36.63,0.53,9.63,8.66,3.38,5.83
1257,4.02,3.21,17.44,5.25,38.74,0.54,9.63,8.53,3.59,6.03
1258,4.23,3.33,17.78,5.4,40.63,0.54,9.63,8.41,3.8,6.23
1259,4.46,3.47,18.12,5.54,42.74,0.56,9.61,8.28,4.02,6.42
1260,4.71,3.6,18.44,5.68,44.84,0.59,9.6,8.14,4.23,6.6
1261,4.95,3.72,18.7,5.8,46.74,0.61,9.63,7.98,4.45,6.8
1262,5.22,3.86,18.96,5.92,48.63,0.64,9.67,7.84,4.67,6.99
1263,5.48,3.98,19.17,6.02,50.74,0.67,9.7,7.69,4.9,7.19
1264,5.76,4.1,19.35,6.12,52.63,0.71,9.73,7.53,5.1,7.39
1265,6.05,4.22,19.51,6.21,54.74,0.74,9.75,7.38,5.33,7.56
1266,6.33,4.33,19.64,6.28,56.63,0.78,9.75,7.21,5.56,7.76
1267,6.64,4.44,19.75,6.33,58.53,0.83,9.76,7.05,5.79,7.96
1268,6.89,4.52,19.81,6.38,60.42,0.85,9.75,6.9,6.03,8.13
1269,7.07,4.57,19.85,6.4,62.32,0.83,9.75,6.76,6.25,8.33
1270,7.16,4.6,19.87,6.4,64.21,0.78,9.73,6.91,6.49,8.51
1271,7.16,4.6,19.87,6.4,66.11,0.74,9.7,7.07,6.74,8.68
1272,7.16,4.6,19.87,6.38,67.79,0.71,9.67,7.22,6.97,8.86
1273,7.07,4.57,19.85,6.33,69.68,0.67,9.63,7.36,7.22,9.02
1274,6.89,4.52,19.81,6.28,71.37,0.64,9.58,7.52,7.46,9.17
1275,6.64,4.44,19.75,6.21,73.05,0.61,9.52,7.66,7.71,9.29
1276,6.33,4.33,19.64,6.12,74.74,0.59,9.46,7.79,7.96,9.37
1277,6.05,4.22,19.51,6.02,76.21,0.56,9.51,7.93,8.18,9.41
1278,5.76,4.1,19.35,5.92,77.68,0.54,9.58,8.05,8.42,9.37
1279,5.48,3.98,19.17,5.8,78.95,0.52,9.63,8.17,8.6,9.29
1280,5.22,3.86,18.96,5.68,80.21,0.5,9.68,8.28,8.73,9.17
1281,4.95,3.72,18.7,5.54,81.26,0.48,9.72,8.38,8.79,9.02
1282,4.71,3.6,18.44,5.4,82.11,0.46,9.75,8.47,8.73,8.86
1283,4.46,3.47,18.12,5.25,82.74,0.44,9.78,8.53,8.6,8.68
1284,4.23,3.33,17.78,5.08,82.95,0.42,9.8,8.59,8.42,8.51
1285,4.02,3.21,17.44,4.92,83.16,0.4,9.81,8.6,8.18,8.33
1286,3.8,3.08,17.04,4.75,82.95,0.38,9.82,8.62,7.96,8.13
1287,3.59,2.94,16.62,4.56,82.74,0.37,9.81,8.6,7.71,7.96
1288,3.38,2.81,16.16,4.39,82.11,0.35,9.8,8.59,7.46,7.76
1289,3.18,2.67,15.67,4.2,81.26,0.34,9.78,8.53,7.22,7.56
1290,3.01,2.55,15.21,4.0,80.21,0.33,9.75,8.47,6.97,7.39
1291,2.82,2.42,14.67,3.81,78.95,0.32,9.72,8.38,6.74,7.19
1292,2.63,2.28,14.1,3.62,78.95,0.3,9.68,8.28,6.49,6.99
1293,2.45,2.15,13.5,3.41,78.95,0.29,9.63,8.17,6.25,6.8
1294,2.27,2.02,12.88,3.21,78.53,0.28,9.58,8.05,6.03,6.6
1295,2.1,1.88,12.22,3.0,78.11,0.27,9.51,7.93,5.79,6.42
1296,1.93,1.75,11.54,2.81,77.26,0.25,9.44,7.79,5.56,6.23
1297,1.77,1.61,10.82,2.59,76.42,0.24,9.37,7.66,5.33,6.03
1298,1.61,1.48,10.08,2.37,75.37,0.23,9.28,7.52,5.1,5.83
1299,1.45,1.34,9.31,2.18,74.32,0.22,9.18,7.36,4.9,5.64
1300,1.29,1.21,8.51,1.97,73.05,0.21,9.08,7.22,4.67,5.44
1301,2.78,2.39,14.56,4.05,26.95,0.46,9.42,9.14,2.37,5.07
1302,2.97,2.53,15.11,4.22,29.05,0.48,9.45,9.12,2.57,5.17
1303,3.14,2.65,15.57,4.41,30.95,0.49,9.49,9.07,2.78,5.25
1304,3.34,2.78,16.07,4.58,33.05,0.5,9.51,9.0,2.98,5.42
1305,3.55,2.92,16.53,4.75,35.16,0.5,9.53,8.9,3.19,5.6
1306,3.74,3.04,16.92,4.89,37.26,0.51,9.55,8.78,3.4,5.8
1307,3.95,3.17,17.33,5.06,39.16,0.52,9.55,8.66,3.61,5.99
1308,4.18,3.31,17.71,5.2,41.26,0.54,9.55,8.52,3.82,6.19
1309,4.39,3.43,18.02,5.35,43.37,0.56,9.58,8.38,4.04,6.39
1310,4.61,3.55,18.31,5.47,45.26,0.59,9.63,8.22,4.26,6.56
1311,4.87,3.68,18.61,5.59,47.37,0.62,9.68,8.07,4.48,6.76
1312,5.11,3.8,18.86,5.71,49.47,0.64,9.72,7.91,4.7,6.95
1313,5.33,3.91,19.05,5.8,51.37,0.68,9.75,7.76,4.92,7.13
1314,5.6,4.03,19.25,5.9,53.47,0.71,9.78,7.6,5.15,7.33
1315,5.85,4.14,19.41,5.97,55.37,0.75,9.8,7.43,5.37,7.52
1316,6.09,4.23,19.53,6.04,57.47,0.79,9.81,7.28,5.61,7.7
