id,cf1,cf2,cf3,cf4,cf5,cf6,cf7,cf8,cf9,cf10
996,3.1,1.72,14.85,3.81,77.33,0.2,9.5,8.71,4.36,4.8
997,1.05,2.23,16.28,3.04,85.03,0.26,8.1,7.8,4.47,4.24
998,1.02,1.08,8.16,2.55,83.28,0.15,9.2,8.62,4.92,5.18
999,0.95,1.21,8.77,2.32,72.5,0.29,10.21,6.17,2.9,6.12
1000,0.07,2.07,9.05,4.03,66.34,0.19,9.56,7.51,5.38,3.93
1001,1.69,1.68,19.91,3.4,23.4,0.63,9.69,8.59,0.8,6.25
1002,2.8,2.14,16.09,4.18,16.93,0.48,10.54,8.07,3.96,5.09
1003,3.68,2.6,13.87,4.5,16.32,0.64,9.55,8.8,1.12,7.62
1004,3.95,3.04,13.4,4.09,35.24,0.62,11.3,9.89,2.19,5.77
1005,2.48,3.48,18.15,6.77,44.6,0.56,8.15,7.37,4.9,6.71
1006,2.66,3.19,16.01,6.22,34.49,0.68,10.18,8.58,3.03,5.84
1007,5.22,3.59,15.88,4.73,41.46,0.46,11.32,6.63,5.04,5.8
1008,2.87,2.49,21.33,6.0,43.82,0.78,9.99,9.01,3.45,6.98
1009,4.39,4.14,19.93,8.51,44.2,0.66,9.69,6.61,3.34,8.41
1010,5.83,3.81,20.29,4.96,50.37,0.79,9.24,7.21,4.33,6.71
1011,3.82,3.85,18.03,4.96,51.05,0.66,11.63,5.5,2.5,6.56
1012,4.85,3.81,19.38,6.61,61.09,0.76,11.54,8.26,4.8,7.23
1013,7.18,4.49,19.06,5.96,43.15,0.77,8.73,5.36,3.04,6.97
1014,6.03,3.93,23.7,7.93,48.55,0.62,6.55,7.83,4.87,7.85
1015,6.38,4.1,19.07,6.51,52.63,0.72,9.08,7.09,3.89,7.38
1016,5.2,4.69,20.26,7.21,53.72,0.67,10.14,6.08,5.32,8.11
1017,6.51,4.87,20.68,7.41,57.05,0.67,9.39,5.33,4.61,9.22
1018,8.3,4.37,21.6,8.19,54.74,0.55,9.72,6.12,5.4,6.62
1019,6.6,4.95,20.21,6.35,46.54,0.77,9.79,5.57,4.56,9.1
1020,11.32,4.2,23.07,6.87,50.75,0.63,9.82,6.98,7.14,7.85
1021,8.62,5.33,17.77,7.38,62.23,0.76,10.49,7.07,6.31,9.06
1022,11.23,4.81,22.62,8.49,64.14,0.67,7.77,6.77,8.38,8.28
1023,7.17,4.46,16.21,7.72,61.55,0.52,9.53,6.29,6.89,7.6
1024,6.63,5.1,21.32,5.84,44.83,0.57,10.04,7.37,7.85,10.08
1025,6.81,4.44,19.67,6.67,58.45,0.74,9.34,5.87,7.63,10.13
1026,8.33,3.85,20.07,9.01,83.56,0.56,9.3,4.38,5.84,11.26
1027,5.83,4.51,19.0,6.48,72.5,0.6,8.25,6.8,4.38,9.9
1028,7.87,4.29,20.0,9.31,76.76,0.54,8.57,8.79,7.72,9.24
1029,3.96,3.36,16.07,7.06,84.57,0.46,11.81,8.5,7.07,8.15
1030,4.9,3.77,19.05,7.17,75.45,0.47,9.66,6.97,7.87,9.75
1031,5.77,4.29,14.96,6.01,83.52,0.58,10.64,7.29,7.31,8.53
1032,5.54,2.95,20.34,4.9,78.02,0.31,11.19,9.54,6.64,9.85
1033,3.9,3.88,18.85,5.06,93.68,0.49,8.72,6.16,8.05,10.8
1034,4.51,3.33,17.5,6.78,72.38,0.43,11.58,7.34,7.01,7.99
1035,3.33,3.44,16.94,4.61,97.82,0.38,9.51,6.45,9.05,10.91
1036,3.15,2.73,15.16,7.16,91.83,0.35,8.81,6.52,6.13,9.98
1037,6.39,3.5,15.16,7.56,68.71,0.55,9.77,9.54,8.05,7.52
1038,3.3,3.1,16.3,5.61,89.31,0.41,8.62,6.69,5.64,7.48
1039,3.27,3.61,16.4,6.24,100.7,0.41,10.52,9.6,6.77,8.69
1040,3.91,2.43,14.89,6.37,101.38,0.27,10.61,8.07,5.96,7.76
1041,1.36,2.3,14.44,3.93,89.05,0.41,10.74,9.86,4.67,7.6
1042,0.67,2.19,13.1,4.75,93.73,0.53,9.05,7.93,8.71,7.75
1043,1.97,3.34,12.69,5.1,85.89,0.14,8.49,6.88,5.53,6.93
1044,0.07,1.98,12.34,3.88,86.35,0.35,8.83,8.15,6.57,6.63
1045,2.64,1.77,13.42,2.64,95.29,0.45,10.56,7.4,5.31,6.83
1046,3.33,0.96,11.34,3.37,74.74,0.16,9.28,7.41,6.27,6.8
1047,1.21,1.29,10.74,1.48,73.62,0.3,10.85,8.2,5.17,5.55
1048,3.11,0.23,11.97,2.21,88.25,0.17,8.41,7.27,5.17,7.36
1049,1.61,1.86,9.31,3.28,69.48,0.21,9.08,6.18,3.71,7.75
1050,0.04,0.28,9.05,2.9,76.49,0.37,7.85,6.1,5.11,6.42
1051,2.1,2.96,14.77,3.23,30.93,0.74,8.91,7.37,3.4,6.6
1052,2.11,2.73,13.7,5.94,41.69,0.53,10.44,7.34,0.34,5.16
1053,4.32,1.92,18.25,6.45,28.95,0.62,11.91,8.1,3.79,6.43
1054,2.75,2.62,18.03,5.73,34.78,0.65,9.56,7.38,2.82,6.19
1055,5.2,2.87,18.46,4.96,27.06,0.83,9.08,6.42,3.2,7.23
1056,4.06,2.78,16.83,5.93,35.73,0.51,8.62,8.4,4.44,6.06
1057,3.84,2.86,19.25,5.7,52.66,0.65,10.12,7.38,4.42,6.05
1058,5.9,3.51,16.35,5.5,34.6,0.66,9.9,7.31,2.77,8.04
1059,3.11,3.61,19.68,5.36,35.49,0.59,10.04,9.59,4.68,6.02
1060,4.74,3.01,14.71,6.76,41.75,0.66,8.86,8.66,3.5,6.23
1061,6.34,4.78,19.9,4.49,62.47,0.57,10.12,9.52,3.27,5.93
1062,4.13,3.23,16.89,5.21,51.89,0.66,9.92,4.58,4.74,6.64
1063,6.22,4.19,21.86,6.12,52.73,0.71,9.21,7.91,4.71,8.28
1064,3.89,4.34,18.91,5.5,52.28,0.63,9.04,8.06,4.55,7.74
1065,5.39,4.59,18.8,5.78,66.15,0.6,9.29,6.93,2.82,7.44
1066,7.28,4.7,19.65,7.91,50.23,0.8,8.67,6.72,3.72,8.54
1067,7.04,5.28,21.23,6.53,33.74,0.44,9.83,6.17,5.17,8.57
1068,7.15,5.3,19.19,8.11,55.12,0.64,8.57,6.8,5.83,7.05
1069,9.14,4.93,21.69,8.05,54.16,0.92,8.97,6.02,6.42,8.99
1070,10.14,5.56,22.06,7.82,66.54,0.84,9.62,5.99,5.78,7.75
1071,10.18,5.17,19.34,7.96,58.24,0.5,10.08,5.96,7.16,8.02
1072,11.07,5.46,24.12,7.87,60.84,0.49,11.82,7.79,7.84,7.06
1073,9.14,4.76,20.78,6.6,59.57,0.62,8.25,7.74,6.87,9.74
1074,6.96,5.04,23.5,7.27,56.84,0.57,9.95,8.38,5.73,10.0
1075,6.34,4.57,19.46,8.53,67.84,0.56,9.24,9.14,6.31,10.71
1076,5.0,4.35,19.02,7.69,69.59,0.4,9.29,6.98,6.87,8.68
1077,4.88,4.46,17.95,5.22,53.73,0.5,9.68,5.57,8.18,9.84
1078,7.07,4.27,21.27,6.81,82.73,0.51,9.47,7.77,8.26,9.07
1079,6.08,4.1,21.66,6.33,72.39,0.62,9.69,8.39,6.92,11.81
1080,4.63,3.26,20.55,6.52,61.87,0.39,11.64,7.2,7.85,10.75
1081,5.1,4.2,17.38,5.34,80.16,0.74,8.7,6.78,8.71,9.16
1082,4.93,4.23,18.28,6.05,80.1,0.41,9.23,8.93,8.67,10.37
1083,4.84,3.15,15.13,4.86,61.87,0.4,9.88,7.39,6.29,9.12
1084,2.62,4.04,18.74,5.84,79.74,0.35,9.25,8.27,7.21,8.9
1085,6.17,3.42,17.42,5.15,100.48,0.37,9.62,7.11,7.61,9.31
1086,2.71,2.25,14.31,4.68,72.01,0.39,10.45,6.96,6.59,8.13
1087,3.82,3.19,18.0,5.6,68.07,0.4,11.2,7.8,5.84,9.68
1088,2.88,2.67,17.16,6.59,84.16,0.37,9.39,8.29,6.17,8.63
1089,2.38,2.39,15.79,3.5,68.72,0.47,9.79,8.89,6.92,6.13
1090,3.05,2.29,14.5,4.96,93.73,0.3,8.99,8.32,7.22,7.86
1091,1.55,2.31,14.97,3.27,92.68,0.39,10.3,7.48,6.84,7.81
1092,2.47,1.62,12.07,4.99,88.33,0.44,9.44,8.53,5.78,7.06
1093,1.97,1.5,14.24,2.21,76.95,0.24,12.06,9.25,4.72,6.17
1094,2.52,1.46,14.48,2.8,84.06,0.35,9.06,5.93,6.48,6.93
1095,2.79,2.16,9.26,4.63,89.81,0.32,8.22,9.0,7.29,7.72
1096,1.94,1.85,12.14,2.63,71.17,0.31,9.09,5.31,4.1,6.19
1097,1.74,1.47,11.94,4.27,85.01,0.19,9.42,6.6,6.08,5.83
1098,2.49,1.86,10.93,3.81,81.44,0.24,8.85,7.52,6.71,5.05
1099,1.95,1.07,7.7,3.15,69.79,0.24,8.96,7.07,6.55,5.04
1100,0.45,0.96,11.17,2.5,73.54,0.21,11.13,6.32,4.73,6.81
1101,2.45,2.14,16.12,4.69,33.66,0.56,9.65,8.57,2.36,5.05
1102,4.35,3.11,18.05,5.51,17.66,0.56,9.82,7.14,3.12,5.69
1103,2.83,2.6,15.47,3.87,38.46,0.34,9.77,8.76,3.37,7.76
1104,4.37,2.53,19.27,5.42,32.77,0.66,9.38,8.17,2.32,4.24
1105,3.54,3.39,16.17,6.08,31.0,0.6,8.93,8.87,3.06,5.68
1106,3.9,2.65,15.94,6.11,38.84,0.6,11.26,6.97,4.02,7.75
1107,4.34,3.58,17.34,7.04,33.15,0.6,9.96,7.16,2.06,7.2
1108,5.88,3.64,17.54,6.48,49.39,0.48,11.11,7.9,4.66,3.97
1109,5.35,3.38,18.09,6.28,24.03,0.55,10.71,8.01,5.49,5.94
1110,3.68,3.61,19.07,7.29,54.07,0.6,12.11,7.66,3.61,6.4
1111,3.39,3.67,17.79,6.48,36.5,0.6,8.38,7.4,5.99,7.2
1112,5.75,3.94,17.81,6.15,46.19,0.61,11.69,6.96,4.2,7.11
1113,4.12,4.43,19.29,5.59,48.87,0.75,9.66,8.41,4.46,8.1
1114,4.77,5.17,22.08,7.46,33.29,0.5,9.19,7.09,6.47,5.92
1115,6.23,4.02,17.53,6.64,47.8,0.48,7.39,6.15,5.14,6.35
1116,5.82,4.35,21.04,8.19,58.39,0.6,10.5,6.17,4.59,8.41
1117,9.84,4.23,20.93,8.73,67.2,0.64,9.59,9.01,5.31,8.07
1118,7.57,5.1,19.85,8.81,44.86,0.78,9.62,7.26,7.23,8.43
1119,7.79,6.12,17.67,7.48,52.25,0.62,9.01,6.61,6.06,6.66
1120,9.6,5.3,23.68,8.14,59.33,0.54,9.42,6.0,6.85,9.33
1121,8.62,5.04,19.18,6.93,60.12,0.77,7.51,6.06,4.87,9.93
1122,10.84,5.02,19.35,6.9,54.81,0.69,9.13,6.34,5.96,8.91
1123,6.09,4.3,22.36,6.47,61.8,0.54,9.42,7.18,7.05,9.84
1124,7.01,4.41,20.56,7.43,59.56,0.45,8.64,6.45,6.95,8.66
1125,7.27,5.02,17.37,8.12,51.96,0.52,7.33,6.64,7.38,9.01
1126,6.6,4.0,16.86,6.35,60.53,0.53,9.16,9.39,7.83,9.55
1127,5.08,4.03,23.66,8.15,75.3,0.38,10.69,7.01,8.26,8.77
1128,7.33,4.14,23.91,5.38,72.56,0.62,8.1,6.05,5.79,11.51
1129,5.81,4.03,16.27,7.8,73.16,0.46,8.92,8.76,7.08,10.74
1130,5.12,3.6,17.18,6.29,72.32,0.59,9.88,5.95,8.3,10.14
1131,5.12,3.89,17.7,6.28,77.86,0.44,12.03,8.98,8.95,10.17
1132,6.33,4.08,17.11,5.94,84.38,0.49,9.62,7.39,6.56,8.84
1133,4.96,3.56,17.73,7.18,69.86,0.49,9.96,8.5,7.93,8.92
1134,2.51,3.12,20.15,4.95,86.41,0.56,8.89,7.27,8.01,9.22
1135,1.48,3.09,15.91,6.17,95.15,0.41,9.29,7.94,7.69,9.06
1136,3.7,3.23,16.98,5.65,71.65,0.29,10.1,7.21,7.07,7.79
1137,2.28,3.14,15.92,6.53,92.63,0.4,11.41,8.08,8.23,6.79
1138,3.31,3.24,17.9,3.19,101.3,0.5,8.32,7.07,6.31,7.34
1139,3.22,2.31,15.42,4.83,84.19,0.25,10.6,9.07,6.23,7.67
1140,1.8,2.85,15.63,3.64,93.53,0.29,10.26,7.09,4.88,6.99
1141,1.8,3.12,13.5,5.93,87.33,0.29,9.98,5.9,6.55,8.75
1142,1.19,2.28,12.67,5.28,77.25,0.57,9.98,7.23,6.11,6.86
1143,3.32,2.34,11.83,4.43,79.34,0.19,9.56,5.91,5.93,6.94
1144,1.71,1.73,15.68,4.05,100.66,0.45,9.79,7.09,5.31,6.72
1145,2.14,2.1,15.17,3.13,91.17,0.23,10.17,7.69,6.73,5.76
1146,1.3,1.7,13.12,4.48,59.37,0.3,9.12,6.36,4.68,8.7
1147,1.43,1.62,10.59,2.63,75.8,0.13,9.59,8.05,4.9,5.28
1148,1.09,0.72,11.46,3.2,88.33,0.15,10.04,8.32,6.36,6.38
1149,1.58,1.7,11.94,1.52,83.5,0.27,9.94,5.79,4.97,5.67
1150,1.98,0.66,8.56,2.09,82.25,0.26,8.8,7.21,5.46,6.5
1151,2.93,1.94,15.28,5.03,27.86,0.42,11.59,8.93,2.9,4.7
1152,3.21,2.44,13.41,5.24,0.0,0.46,8.78,9.4,0.99,5.67
1153,2.93,2.92,16.8,4.79,35.4,0.54,8.87,7.93,3.13,6.77
1154,6.03,2.21,12.99,4.92,27.27,0.52,11.81,9.61,3.89,4.32
1155,6.84,2.92,15.72,6.2,28.93,0.65,10.26,8.44,4.0,6.29
1156,4.78,3.15,18.1,4.73,43.24,0.73,10.66,8.18,2.65,5.97
1157,4.59,3.26,20.54,6.13,31.39,0.58,11.42,8.96,4.69,3.78
1158,3.98,3.27,12.21,8.28,52.75,0.45,9.44,8.02,3.01,5.82
1159,3.88,3.32,19.69,6.05,35.38,0.56,10.27,5.45,3.64,6.74
1160,4.01,3.21,16.06,5.34,42.27,0.66,9.8,9.06,4.31,5.04
1161,5.36,3.99,21.12,7.39,45.78,0.7,9.6,8.39,4.9,5.13
1162,5.79,3.32,21.49,5.1,36.99,0.61,8.94,7.07,5.72,7.05
1163,5.64,3.33,20.12,7.63,45.23,0.65,8.43,7.55,3.51,8.62
1164,6.83,4.38,17.42,6.15,62.75,0.57,9.62,7.8,6.05,6.86
1165,7.85,4.94,19.34,7.1,65.71,0.82,7.73,5.41,5.03,6.97
1166,6.44,4.47,21.29,7.4,58.74,0.72,10.57,5.73,7.17,10.17
1167,7.06,4.18,19.13,6.19,56.59,0.61,10.07,8.83,4.91,10.69
1168,7.42,5.43,18.2,7.47,64.3,0.75,8.01,8.04,7.07,7.97
1169,7.86,5.24,21.09,6.51,52.25,0.92,10.92,6.29,5.01,7.41
1170,6.57,5.11,20.0,4.99,50.5,0.78,10.12,6.4,7.04,9.78
1171,8.7,3.96,19.56,5.59,67.28,0.87,7.77,5.23,6.68,9.95
1172,8.14,4.31,19.83,5.07,62.35,0.7,9.6,8.76,7.59,8.67
1173,8.09,5.48,23.59,6.54,63.16,0.71,9.42,6.35,7.78,8.28
1174,9.3,4.32,21.86,6.34,63.1,0.67,8.42,7.94,7.25,8.77
1175,7.13,4.26,20.22,7.3,64.27,0.72,9.74,7.92,5.79,8.96
1176,5.93,4.38,20.46,7.0,63.88,0.57,9.68,6.39,6.63,9.35
1177,4.95,3.26,17.47,5.76,84.58,0.62,8.13,7.11,8.52,10.66
1178,5.16,3.7,22.12,7.01,76.11,0.34,11.23,6.83,8.12,10.3
1179,6.45,3.92,19.97,6.86,73.83,0.59,9.99,7.2,7.5,9.73
1180,4.88,4.59,23.26,4.88,86.98,0.39,11.83,6.76,7.13,9.93
1181,4.18,4.33,18.8,8.12,71.29,0.55,12.17,7.53,7.7,9.56
1182,4.49,4.13,18.83,4.22,74.76,0.54,10.48,8.72,10.07,8.25
1183,6.2,3.89,16.72,2.91,81.09,0.49,11.11,9.33,8.64,8.27
1184,4.23,2.97,15.42,6.05,87.96,0.28,10.71,10.8,7.33,8.42
1185,3.27,3.46,16.44,6.62,83.25,0.34,10.31,10.01,9.11,9.39
1186,3.51,3.26,19.23,5.92,63.93,0.36,10.37,7.76,6.79,7.44
1187,4.11,3.28,17.2,4.61,79.82,0.29,10.8,8.38,8.47,8.66
1188,4.76,2.66,17.29,6.14,75.02,0.3,10.05,7.52,6.9,6.18
1189,2.9,1.96,14.82,6.55,70.0,0.44,10.77,6.93,5.85,9.48
1190,5.43,1.6,11.17,5.02,89.11,0.4,8.04,9.0,7.98,6.54
1191,3.17,2.32,13.23,4.72,81.14,0.43,9.08,7.2,7.0,7.53
1192,3.67,2.66,15.58,1.93,73.64,0.2,11.09,8.8,8.65,6.21
1193,3.95,2.0,14.54,4.47,90.23,0.19,8.11,7.01,6.94,6.79
1194,4.09,1.67,9.93,3.54,77.65,0.15,10.93,7.64,6.59,6.44
1195,0.0,2.34,13.7,1.54,63.79,0.4,9.91,7.2,4.23,6.17
1196,2.13,1.32,12.72,3.31,77.13,0.28,9.18,8.64,4.24,6.08
1197,1.1,2.85,8.58,1.47,94.71,0.31,8.22,7.35,5.09,8.33
1198,0.07,2.75,8.7,3.47,96.53,0.13,8.55,8.6,3.24,6.56
1199,0.39,1.79,7.91,2.98,75.44,0.26,8.91,5.43,3.46,5.61
1200,2.79,0.36,6.8,1.78,63.54,0.24,8.01,6.97,4.48,6.24
1201,4.77,2.37,15.64,5.55,24.85,0.26,10.79,8.72,4.11,5.72
1202,2.55,3.03,18.28,6.95,30.71,0.44,8.6,9.45,3.4,5.55
1203,3.4,2.6,16.01,5.59,38.61,0.47,10.1,9.49,1.89,7.5
1204,3.87,2.05,17.24,4.36,21.32,0.31,8.86,8.23,3.87,5.13
1205,3.36,2.6,18.53,5.78,25.15,0.46,11.36,8.15,2.47,6.09
1206,3.12,3.3,15.41,5.33,51.92,0.54,9.3,10.39,3.23,4.65
1207,3.47,3.65,17.37,4.85,45.27,0.53,8.34,8.45,3.98,6.36
1208,6.43,3.62,16.27,6.99,46.42,0.6,9.13,9.34,4.93,5.92
1209,3.72,4.47,14.55,5.96,46.8,0.49,8.78,7.42,3.09,6.12
1210,4.8,4.51,16.0,6.14,56.5,0.63,8.35,8.34,4.18,7.96
1211,5.88,4.38,16.36,6.21,49.57,0.68,9.83,8.82,3.32,6.08
1212,4.38,4.19,18.28,5.87,65.08,0.71,9.35,8.79,5.49,5.65
1213,6.09,3.76,16.85,6.92,49.61,0.77,9.75,9.62,5.64,7.09
1214,5.36,4.69,17.34,5.0,70.16,0.69,9.79,6.84,4.73,7.9
1215,6.05,3.58,20.1,6.1,57.74,0.73,11.77,6.34,6.19,8.17
1216,6.62,4.62,21.52,6.35,59.79,0.69,10.9,4.4,5.12,7.09
1217,8.2,4.99,21.49,6.5,65.21,0.76,9.83,9.51,6.44,7.44
1218,8.97,4.88,20.81,7.42,65.78,0.87,11.23,6.69,7.17,9.24
1219,6.03,3.46,19.94,6.91,63.31,0.95,10.16,6.56,5.97,7.63
1220,9.3,4.31,19.42,4.85,58.12,0.81,9.35,7.37,6.21,7.15
1221,8.58,4.34,20.0,6.19,83.95,0.75,9.22,6.01,4.7,8.68
1222,6.91,4.08,20.86,7.69,65.44,0.82,7.85,7.24,5.97,9.08
1223,8.13,4.46,17.99,7.95,69.69,0.56,9.63,8.05,6.19,8.73
1224,8.23,4.83,17.34,5.89,63.8,0.67,10.04,5.87,5.65,8.55
1225,8.95,4.71,21.11,5.5,84.39,0.52,10.84,9.1,7.89,8.4
1226,6.25,5.23,19.96,5.65,82.49,0.52,11.86,9.02,8.16,10.52
1227,5.36,4.96,19.52,6.33,84.08,0.64,10.79,7.48,9.31,8.97
1228,3.81,3.75,17.79,5.89,81.41,0.49,9.23,7.23,9.26,11.06
1229,6.5,3.84,20.71,5.76,82.3,0.7,9.28,8.04,7.09,9.62
1230,4.09,3.27,20.44,4.92,85.58,0.63,10.84,8.96,7.75,9.23
1231,5.38,3.34,18.94,5.45,70.78,0.43,10.32,7.09,8.41,9.3
1232,4.44,3.86,21.0,6.54,70.64,0.4,10.5,8.52,7.61,11.84
1233,3.96,3.86,18.16,4.48,86.65,0.46,10.54,8.73,9.84,10.01
1234,3.39,3.11,17.03,6.12,87.7,0.24,9.24,7.64,8.04,8.77
1235,3.29,2.63,17.98,2.6,83.04,0.37,10.92,6.3,8.6,8.95
1236,4.03,2.98,16.8,5.95,93.7,0.51,8.72,7.56,8.02,8.81
1237,4.04,3.07,18.77,4.6,61.43,0.45,7.99,9.68,8.44,8.52
1238,4.72,3.3,14.92,3.83,71.14,0.38,9.68,8.22,7.23,6.8
1239,3.57,2.98,11.66,5.81,95.72,0.33,10.48,8.5,7.59,7.62
1240,3.49,3.18,13.9,4.25,50.83,0.1,9.33,7.61,5.09,8.12
1241,2.97,3.01,15.64,3.8,88.13,0.16,8.37,10.25,7.06,7.14
1242,4.38,1.19,16.31,2.45,75.03,0.35,11.76,7.23,6.6,7.71
1243,1.9,2.14,13.31,2.71,105.08,0.35,9.05,8.81,3.77,5.7
1244,1.19,1.23,11.78,2.26,59.08,0.35,9.38,7.76,4.8,6.97
1245,3.59,2.1,16.86,4.07,79.15,0.24,8.98,6.5,6.69,6.94
1246,1.4,1.52,10.36,2.8,79.1,0.24,9.29,6.7,4.58,7.29
1247,2.48,1.09,12.07,2.72,75.72,0.25,10.25,7.22,5.33,6.16
1248,2.97,2.15,11.51,2.02,100.12,0.19,10.87,7.19,4.81,5.72
1249,1.28,2.15,13.11,1.94,64.97,0.3,9.49,6.56,6.06,5.68
1250,0.06,1.41,12.32,1.78,76.16,0.26,9.96,7.68,4.62,6.1
1251,2.84,2.14,15.94,3.67,29.91,0.52,9.31,10.45,2.14,7.65
1252,3.57,2.57,13.9,3.79,19.67,0.54,8.78,8.18,2.35,4.54
1253,3.7,2.8,20.56,4.68,38.74,0.52,10.0,10.3,1.45,3.99
1254,5.2,2.51,16.39,4.84,27.07,0.56,9.74,9.74,2.21,7.54
1255,4.03,4.01,15.3,5.82,34.4,0.56,9.5,8.79,2.71,5.16
1256,3.68,3.83,18.39,5.55,37.72,0.37,10.0,8.56,1.63,3.69
1257,3.65,1.79,18.63,5.73,42.69,0.58,9.47,7.72,3.45,6.26
1258,5.44,3.6,19.86,3.93,45.06,0.5,8.88,8.4,3.95,8.86
1259,4.83,3.41,14.92,5.06,56.52,0.64,10.17,9.0,3.87,5.24
1260,4.38,3.19,20.53,5.63,63.69,0.61,8.99,6.84,5.24,7.89
1261,4.42,4.39,19.62,6.68,44.88,0.72,10.18,6.42,4.78,6.44
1262,6.0,3.24,21.24,6.69,26.56,0.65,9.91,8.7,4.82,7.17
1263,5.2,4.16,19.33,6.49,50.62,0.85,8.64,7.24,2.53,7.59
1264,5.85,3.34,24.45,6.86,51.93,0.61,10.46,7.63,4.77,8.44
1265,6.18,5.31,17.75,4.55,62.84,0.85,10.33,7.61,7.11,6.99
1266,6.49,4.07,18.14,6.89,65.77,0.84,9.62,5.04,6.53,4.92
1267,6.17,3.66,18.03,7.74,53.33,0.92,8.97,6.91,6.52,8.19
1268,7.63,4.43,19.84,6.33,63.76,0.86,9.58,7.27,5.22,9.08
1269,6.94,5.67,19.65,5.8,49.36,0.75,9.3,7.18,6.35,5.93
1270,6.49,4.61,22.53,3.93,65.31,0.61,9.6,7.53,6.15,7.08
1271,7.68,4.52,19.5,5.47,70.58,0.78,10.95,5.96,5.42,9.78
1272,7.6,3.47,20.6,6.85,63.57,0.73,11.44,6.06,7.27,9.66
1273,6.54,4.68,22.8,6.65,58.49,0.6,10.18,6.65,6.55,9.67
1274,5.92,4.13,17.36,5.45,73.89,0.62,9.31,6.75,8.04,7.61
1275,5.72,4.13,18.98,6.61,75.9,0.53,10.0,6.7,8.08,11.58
1276,5.87,4.78,18.43,6.73,58.75,0.62,9.46,8.04,7.13,8.42
1277,4.2,3.5,20.13,6.59,54.3,0.49,8.06,6.66,7.66,8.42
1278,4.56,4.26,17.29,5.03,69.03,0.53,12.66,7.94,8.81,9.01
1279,4.07,3.55,18.83,6.98,79.27,0.48,9.5,7.85,8.76,9.59
1280,5.48,3.45,22.44,5.02,73.93,0.39,9.3,8.35,7.9,6.95
1281,4.08,3.26,16.7,3.77,60.69,0.46,10.0,9.3,8.67,10.15
1282,5.78,4.01,21.4,3.9,69.11,0.16,8.17,8.45,9.42,9.3
1283,4.87,3.88,19.26,5.54,84.67,0.58,9.22,7.51,8.64,9.63
1284,6.02,3.29,18.22,4.9,73.16,0.43,9.34,7.99,5.63,7.74
1285,6.42,3.07,18.81,5.9,82.66,0.55,8.56,9.0,8.81,7.84
1286,2.87,3.25,17.05,5.94,67.36,0.37,11.66,7.63,9.88,7.88
1287,3.85,3.29,13.99,6.09,66.41,0.54,10.41,7.76,8.23,6.8
1288,5.25,3.05,15.29,5.33,80.86,0.41,8.21,9.15,7.93,8.83
1289,3.47,2.53,17.22,7.51,75.32,0.21,8.1,8.89,9.18,5.77
1290,2.55,2.41,14.36,5.11,81.1,0.19,10.2,7.44,7.1,6.02
1291,3.75,2.35,15.07,2.3,87.45,0.44,8.28,9.9,6.84,7.91
1292,0.79,1.51,16.81,3.54,86.52,0.38,10.54,6.6,8.54,7.3
1293,2.16,1.6,12.39,2.92,81.87,0.36,8.34,9.21,5.56,7.34
1294,3.93,2.23,12.9,2.5,74.95,0.41,8.49,8.91,5.22,6.35
1295,1.48,1.42,9.23,0.95,60.31,0.21,8.98,7.77,5.18,4.85
1296,2.54,1.35,13.78,2.24,78.9,0.17,9.68,7.72,6.21,5.38
1297,2.21,1.37,6.66,2.33,55.61,0.21,8.52,7.39,4.52,5.6
1298,0.0,1.78,9.13,4.25,74.72,0.16,10.06,7.86,3.56,5.53
1299,1.45,1.22,8.8,3.68,73.3,0.23,9.81,8.42,3.32,4.41
1300,1.62,0.3,8.44,0.54,87.83,0.11,8.94,6.14,5.03,3.9
1301,1.03,2.23,15.19,5.72,32.05,0.45,10.42,9.43,3.9,4.85
1302,3.02,2.86,15.73,4.61,24.21,0.56,9.24,7.58,2.96,5.55
1303,1.84,2.35,16.31,3.32,35.32,0.42,8.96,9.25,2.26,4.49
1304,4.46,2.59,16.84,3.29,18.11,0.52,8.57,10.48,2.94,3.84
1305,3.8,2.49,18.57,4.77,31.89,0.36,10.77,8.14,2.18,7.21
1306,5.63,2.38,14.07,4.4,44.1,0.52,11.01,10.22,3.89,6.54
1307,5.03,3.05,15.11,4.67,38.21,0.38,7.91,9.92,5.07,7.37
1308,4.31,3.14,17.37,6.59,33.65,0.42,8.77,7.96,3.25,5.84
1309,5.27,3.55,14.23,5.07,33.66,0.52,9.24,7.51,4.68,5.34
1310,4.18,2.8,17.74,4.16,51.44,0.45,9.78,8.18,3.7,6.38
1311,4.49,4.15,20.94,6.22,54.23,0.61,10.06,8.54,3.95,7.4
1312,5.49,4.03,24.13,4.23,62.68,0.55,9.04,9.44,3.58,4.8
1313,6.6,3.7,21.54,7.05,38.76,0.53,10.36,6.08,4.75,6.63
1314,5.55,4.0,19.1,6.11,51.74,0.7,10.02,8.52,4.83,6.94
1315,5.43,3.85,18.16,5.47,69.95,0.69,9.45,7.9,5.71,6.58
1316,6.91,4.65,18.82,4.21,61.91,0.81,8.64,7.25,5.38,8.78
1317,7.57,4.02,20.97,5.89,47.97,0.92,9.19,5.93,5.48,7.65
1318,6.22,4.53,21.08,8.04,55.5,1.03,9.92,5.35,6.27,8.7
1319,5.79,4.33,23.36,5.23,56.04,0.85,9.7,5.42,7.27,7.49
